entry_date,expiration,exit_date,spot,vix,iv_rank,iv_tier,short_delta,short_put,long_put,put_width,credit,max_loss,pnl,won,exit_reason,side_breached,data_source,dte,sma_value,sma_period,sma_filter_active,stop_loss_mult
2012-05-18,2012-06-17,2012-05-21,101.77706909179688,25.100000381469727,0.3213,medium,0.2,96.0,91.0,5.0,0.58,442.0,33.0,True,take_profit,,synthetic,30,99.73,200,True,3.0
2014-02-20,2014-03-22,2014-03-04,149.94717407226562,14.789999961853027,0.3442,medium,0.2,145.0,140.0,5.0,0.02,498.0,1.0,True,take_profit,,thetadata,30,139.22,200,True,3.0
2014-10-08,2014-11-07,2014-10-14,162.3940887451172,15.109999656677246,0.4308,medium,0.2,155.0,150.0,5.0,0.02,498.0,-7.0,False,stop_loss,,thetadata,30,155.99,200,True,3.0
2014-10-22,2014-11-22,2014-10-23,159.1320343017578,17.8700008392334,0.505,high,0.25,155.0,150.0,5.0,0.01,499.0,-6.0,False,stop_loss,,thetadata,31,156.36,200,True,3.0
2014-12-11,2015-01-09,2014-12-18,168.6292266845703,20.079999923706055,0.6528,high,0.25,165.0,160.0,5.0,0.04,496.0,-38.0,False,stop_loss,,thetadata,29,159.9,200,True,3.0
2014-12-18,2015-01-17,2015-01-16,170.7681884765625,16.809999465942383,0.4341,medium,0.2,165.0,160.0,5.0,0.01,499.0,1.0,True,expiration_fallback,,thetadata,30,160.25,200,True,3.0
2015-01-12,2015-02-13,2015-01-13,168.28109741210938,19.600000381469727,0.6207,high,0.25,165.0,160.0,5.0,0.02,498.0,-6.0,False,stop_loss,,thetadata,32,161.64,200,True,3.0
2015-01-20,2015-02-20,2015-02-05,167.7911834716797,19.889999389648438,0.6401,high,0.25,163.0,158.0,5.0,0.02,498.0,1.0,True,take_profit,,thetadata,31,161.98,200,True,3.0
2017-08-17,2017-09-15,2017-08-28,212.398681640625,15.550000190734863,0.4707,medium,0.2,206.0,200.0,6.0,0.03,597.0,2.0,True,take_profit,,thetadata,29,203.44,200,True,3.0
2017-11-17,2017-12-15,2017-12-06,226.4220428466797,11.430000305175781,0.3319,medium,0.2,221.0,214.0,7.0,0.02,698.0,1.0,True,take_profit,,thetadata,28,212.78,200,True,3.0
2018-01-18,2018-02-16,2018-02-02,246.36050415039062,12.220000267028809,0.4464,medium,0.2,241.0,234.0,7.0,0.02,698.0,-7.0,False,stop_loss,,thetadata,29,219.12,200,True,3.0
2018-01-25,2018-02-23,2018-02-13,250.03196716308594,11.579999923706055,0.3536,medium,0.2,244.0,236.0,8.0,0.46,754.0,28.0,True,take_profit,,thetadata,29,220.24,200,True,3.0
2018-02-01,2018-03-02,2018-02-14,248.513916015625,13.470000267028809,0.6275,high,0.25,243.0,236.0,7.0,0.24,676.0,13.0,True,take_profit,,thetadata,29,221.4,200,True,3.0
2018-02-08,2018-03-09,2018-02-23,227.3764190673828,33.459999084472656,0.863,very_high,0.3,218.0,211.0,7.0,0.04,696.0,2.0,True,take_profit,,thetadata,29,222.16,200,True,3.0
2018-02-15,2018-03-16,2018-02-26,240.96795654296875,19.1299991607666,0.3545,medium,0.2,232.0,225.0,7.0,0.06,694.0,3.0,True,take_profit,,thetadata,29,222.87,200,True,3.0
2018-03-02,2018-04-02,2018-03-09,237.48182678222656,19.59000015258789,0.3708,medium,0.2,230.0,220.0,10.0,0.11,989.0,6.0,True,take_profit,,thetadata,31,224.47,200,True,3.0
2018-03-23,2018-04-23,2018-04-05,228.65919494628906,24.8700008392334,0.5582,high,0.25,220.0,215.0,5.0,0.07,493.0,4.0,True,take_profit,,thetadata,31,226.8,200,True,3.0
2018-04-02,2018-05-02,2018-04-11,228.14529418945312,23.6200008392334,0.5138,high,0.25,220.0,210.0,10.0,0.13,987.0,7.0,True,take_profit,,thetadata,30,227.28,200,True,3.0
2018-04-09,2018-05-09,2018-04-25,231.27328491210938,21.770000457763672,0.4482,medium,0.2,220.0,215.0,5.0,0.08,492.0,6.0,True,take_profit,,thetadata,30,227.78,200,True,3.0
2018-10-18,2018-11-16,2018-11-01,247.13270568847656,20.059999465942383,0.3875,medium,0.2,237.0,230.0,7.0,0.11,689.0,6.0,True,take_profit,,thetadata,29,245.37,200,True,3.0
2018-11-30,2018-12-31,2018-12-07,246.46206665039062,18.06999969482422,0.3166,medium,0.2,237.0,230.0,7.0,0.05,695.0,-27.0,False,stop_loss,put,thetadata,31,245.35,200,True,3.0
2019-05-13,2019-06-12,2019-05-15,253.69944763183594,20.549999237060547,0.3846,medium,0.2,245.0,235.0,10.0,0.18,982.0,11.0,True,take_profit,,thetadata,30,248.62,200,True,3.0
2019-08-07,2019-09-06,2019-08-13,261.38702392578125,19.489999771118164,0.3426,medium,0.2,250.0,245.0,5.0,0.11,489.0,6.0,True,take_profit,,thetadata,30,251.23,200,True,3.0
2019-08-14,2019-09-13,2019-08-19,257.6927490234375,22.100000381469727,0.4289,medium,0.2,245.0,240.0,5.0,0.1,490.0,7.0,True,take_profit,,thetadata,30,251.73,200,True,3.0
2019-08-28,2019-09-27,2019-09-04,262.22210693359375,19.350000381469727,0.3164,medium,0.2,252.5,245.0,7.5,0.17,733.0,10.0,True,take_profit,,thetadata,30,252.67,200,True,3.0
2019-10-03,2019-11-01,2019-10-10,264.8282470703125,19.1200008392334,0.307,medium,0.2,255.0,245.0,10.0,0.17,983.0,10.0,True,take_profit,,thetadata,29,256.36,200,True,3.0
2020-02-20,2020-03-20,2020-02-24,308.7686462402344,15.5600004196167,0.308,medium,0.2,299.0,290.0,9.0,0.14,886.0,-74.0,False,stop_loss,put,thetadata,29,276.35,200,True,3.0
2020-06-15,2020-07-15,2020-06-29,283.02386474609375,34.400001525878906,0.3213,medium,0.2,265.0,255.0,10.0,0.59,941.0,36.0,True,take_profit,,thetadata,30,275.72,200,True,3.0
2020-10-28,2020-11-27,2020-11-04,303.6351318359375,40.279998779296875,0.4039,medium,0.2,280.0,270.0,10.0,0.69,931.0,53.0,True,take_profit,,thetadata,30,288.39,200,True,3.0
2021-09-21,2021-10-20,2021-09-23,408.7430419921875,24.360000610351562,0.3685,medium,0.2,388.0,375.0,13.0,0.64,1236.0,42.0,True,take_profit,,thetadata,29,383.97,200,True,3.0
2021-09-28,2021-10-27,2021-10-07,408.827880859375,23.25,0.3245,medium,0.2,390.0,380.0,10.0,0.48,952.0,30.0,True,take_profit,,thetadata,29,385.78,200,True,3.0
2021-12-01,2021-12-31,2021-12-07,424.6448059082031,31.1200008392334,0.7257,very_high,0.3,408.0,395.0,13.0,1.01,1199.0,76.0,True,take_profit,,thetadata,30,402.73,200,True,3.0
2022-02-04,2022-03-07,2022-03-02,424.4340515136719,23.219999313354492,0.4844,medium,0.2,405.0,392.0,13.0,0.54,1246.0,35.0,True,take_profit,,thetadata,31,417.24,200,True,3.0
2022-03-21,2022-04-20,2022-04-13,421.6629943847656,23.530000686645508,0.3974,medium,0.2,400.0,387.0,13.0,1.69,1131.0,165.0,True,take_profit,,thetadata,30,420.43,200,True,3.0
2023-03-20,2023-04-19,2023-04-19,379.93316650390625,24.149999618530273,0.372,medium,0.2,361.0,350.0,11.0,0.01,1099.0,1.0,True,expiration,,thetadata,30,375.69,200,True,3.0
2023-10-23,2023-11-22,2023-11-22,408.65960693359375,20.3700008392334,0.4433,medium,0.2,391.0,379.0,12.0,0.01,1199.0,1.0,True,expiration,,thetadata,30,408.24,200,True,3.0
2024-04-09,2024-05-09,2024-05-03,508.36614990234375,14.979999542236328,0.3019,medium,0.2,492.0,475.0,17.0,0.63,1637.0,58.0,True,take_profit,,thetadata,30,450.96,200,True,3.0
2024-04-23,2024-05-23,2024-05-16,494.9844970703125,15.6899995803833,0.3755,medium,0.2,480.0,465.0,15.0,0.05,1495.0,3.0,True,take_profit,,thetadata,30,454.45,200,True,3.0
2024-07-19,2024-08-19,2024-08-08,539.1441040039062,16.520000457763672,0.4731,medium,0.2,520.0,504.0,16.0,8.33,767.0,605.0,True,take_profit,,thetadata,31,482.27,200,True,3.0
2024-08-02,2024-08-30,2024-08-13,523.3427124023438,23.389999389648438,1.0,very_high,0.3,509.0,493.0,16.0,1.76,1424.0,118.0,True,take_profit,,thetadata,28,488.1,200,True,3.0
2024-08-09,2024-09-09,2024-08-30,523.4310302734375,20.3700008392334,0.3186,medium,0.2,500.0,485.0,15.0,0.02,1498.0,1.0,True,take_profit,,thetadata,31,490.6,200,True,3.0
2025-03-04,2025-04-03,2025-03-25,570.16455078125,23.510000228881836,0.4362,medium,0.2,543.0,526.0,17.0,1.7,1530.0,148.0,True,take_profit,,thetadata,30,562.14,200,True,3.0
2025-11-18,2025-12-18,2025-12-11,658.1353149414062,24.690000534057617,0.3013,medium,0.2,625.0,605.0,20.0,0.11,1989.0,8.0,True,take_profit,,thetadata,30,609.61,200,True,3.0
